Title,Genre,Rating,Gross,Director,Star1,Star2,Star3,Star4,,,,,
,,,,,,,,,,,,,
Hello,"
Drama, Romance            ",3.3,NA,Atul Agnihotri,Sharman Joshi,Amrita Arora,Sohail Khan,Isha Koppikar,,,,,
,,,,,,,,,,,,,
Hastey Hastey Follow Your Heart,"
Comedy, Drama            ",2,NA,Ramanjit Juneja,Tony,Jimmy Sheirgill,Rajpal Yadav,Shakti Kapoor,,,,,
,,,,,,,,,,,,,
Mere Baap Pehle Aap,"
Comedy, Drama, Romance            ",5.3,NA,Priyadarshan,Paresh Rawal,Akshaye Khanna,Genelia D'Souza,Om Puri,,,,,
,,,,,,,,,,,,,
Tashan,"
Action, Drama, Romance            ",3.8,$0.43M,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor,Anil Kapoor,,,,,
,,,,,,,,,,,,,
Sarkar Raj,"
Crime, Drama            ",6.8,$1.01M,Ram Gopal Varma,Amitabh Bachchan,Abhishek Bachchan,Aishwarya Rai Bachchan,Ravi Kale,,,,,
,,,,,,,,,,,,,
Jodhaa Akbar,"
Action, Drama, History            ",7.6,$3.44M,Ashutosh Gowariker,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Poonam Sinha,,,,,
,,,,,,,,,,,,,
Rock On!!,"
Drama, Music            ",7.8,NA,Abhishek Kapoor,Arjun Rampal,Farhan Akhtar,Luke Kenny,Purab Kohli,,,,,
,,,,,,,,,,,,,
Bachna Ae Haseeno,"
Comedy, Drama, Romance            ",6.2,$0.69M,Siddharth Anand,Ranbir Kapoor,Deepika Padukone,Bipasha Basu,Minissha Lamba,,,,,
,,,,,,,,,,,,,
Jaane Tu... Ya Jaane Na,"
Comedy, Drama, Romance            ",7.5,$0.60M,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Fadnnis,Ayaz Khan,,,,,
,,,,,,,,,,,,,
1920,"
Horror, Mystery, Romance            ",6.4,NA,Vikram Bhatt,Rajniesh Duggall,Adah Sharma,Anjori Alagh,Raj Zutshi,,,,,
,,,,,,,,,,,,,
De Taali,"
Comedy, Drama, Romance            ",4,NA,Eeshwar Nivas,Aftab Shivdasani,Ayesha Takia,Riteish Deshmukh,Rimi Sen,,,,,
,,,,,,,,,,,,,
Yuvvraaj,"
Comedy, Drama, Romance            ",4.1,$0.57M,Subhash Ghai,Salman Khan,Anil Kapoor,Zayed Khan,Mithun Chakraborty,,,,,
,,,,,,,,,,,,,
Jannat: In Search of Heaven...,"
Crime, Drama, Romance            ",6.9,NA,Kunal Deshmukh,Emraan Hashmi,Sonal Chauhan,Armen Grayg,Shakeel Khan,,,,,
,,,,,,,,,,,,,
Aamir,"
Crime, Drama, Thriller            ",7.7,NA,Raj Kumar Gupta,Rajeev Khandelwal,Aishwarya,Vasan Bala,Chinkal,,,,,
,,,,,,,,,,,,,
Oye Lucky! Lucky Oye!,"
Comedy, Crime, Drama            ",7.7,$0.08M,Dibakar Banerjee,Abhay Deol,Paresh Rawal,Neetu Chandra,Archana Puran Singh,,,,,
,,,,,,,,,,,,,
Golmaal Returns,"
Comedy, Crime            ",5.1,NA,Rohit Shetty,Ajay Devgn,Kareena Kapoor,Arshad Warsi,Tusshar Kapoor,,,,,
,,,,,,,,,,,,,
Halla Bol,"
Crime, Drama            ",6.1,NA,Rajkumar Santoshi,Ajay Devgn,Vidya Balan,Pankaj Kapur,Darshan Jariwala,,,,,
,,,,,,,,,,,,,
Mumbai Meri Jaan,"
Drama            ",7.7,$0.01M,Nishikant Kamat,Paresh Rawal,Kay Kay Menon,Irrfan Khan,Madhavan,,,,,
,,,,,,,,,,,,,
Dasvidaniya,"
Comedy, Drama            ",7.8,NA,Shashant Shah,Vinay Pathak,Sarita Joshi,Rajat Kapoor,Saurabh Shukla,,,,,
,,,,,,,,,,,,,
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,"
Action, Adventure, Drama            ",3.4,NA,Apoorva Lakhia,Vivek Oberoi,Zayed Khan,Shriya Saran,Shabbir Ahluwalia,,,,,
,,,,,,,,,,,,,
Anamika: The Untold Story,"
Drama, Romance, Thriller            ",3.3,NA,Ananth Narayan Mahadevan,Dino Morea,Minissha Lamba,Koena Mitra,Gulshan Grover,,,,,
,,,,,,,,,,,,,
U Me Aur Hum,"
Drama, Romance            ",5.9,$1.03M,Ajay Devgn,Ajay Devgn,Kajol,Sumeet Raghvan,Divya Dutta,,,,,
,,,,,,,,,,,,,
One Two Three,"
Comedy, Crime            ",5.2,$0.25M,Ashwani Dhir,Tusshar Kapoor,Sunil Shetty,Paresh Rawal,Esha Deol,,,,,
,,,,,,,,,,,,,
Roadside Romeo,"
Animation, Adventure, Comedy            ",5.2,$0.06M,Jugal Hansraj,Saif Ali Khan,Kareena Kapoor,Javed Jaffrey,Vrajesh Hirjee,,,,,
,,,,,,,,,,,,,
Thoda Pyaar Thoda Magic,"
Comedy, Drama, Family            ",4.8,$0.37M,Kunal Kohli,Saif Ali Khan,Rani Mukerji,Rishi Kapoor,Akshat Chopra,,,,,
,,,,,,,,,,,,,
Kismat Konnection,"
Comedy, Drama, Romance            ",5.2,$0.48M,Aziz Mirza,Shahid Kapoor,Vidya Balan,Vishal Malhotra,Om Puri,,,,,
,,,,,,,,,,,,,
Mukhbiir,"
Crime, Drama, Mystery            ",6.9,NA,Mani Shankar,Sammir Dattani,Rahul Dev,Om Puri,Alok Nath,,,,,
,,,,,,,,,,,,,
Fashion,"
Drama            ",6.9,$0.19M,Madhur Bhandarkar,Priyanka Chopra,Kangana Ranaut,Mugdha Godse,Arbaaz Khan,,,,,
,,,,,,,,,,,,,
Krazzy 4,"
Comedy, Crime, Drama            ",4.2,$0.49M,Jaideep Sen,Juhi Chawla,Irrfan Khan,Arshad Warsi,Rajpal Yadav,,,,,
,,,,,,,,,,,,,
Money Hai Toh Honey Hai,"
Comedy, Drama            ",2.8,NA,Ganesh Acharya,Govinda,Manoj Bajpayee,Aftab Shivdasani,Upen Patel,,,,,
,,,,,,,,,,,,,
Love Story 2050,"
Action, Adventure, Drama            ",2.6,NA,Harry Baweja,Harman Baweja,Priyanka Chopra,Boman Irani,Archana Puran Singh,,,,,
,,,,,,,,,,,,,
Chamku,"
Action, Crime, Thriller            ",4,NA,Kabeer Kaushik,Bobby Deol,Priyanka Chopra,Irrfan Khan,Akhilendra Mishra,,,,,
,,,,,,,,,,,,,
Welcome to Sajjanpur,"
Comedy, Drama            ",6.9,NA,Shyam Benegal,Shreyas Talpade,Amrita Rao,Ravi Kishan,Ila Arun,,,,,
,,,,,,,,,,,,,
Drona,"
Action, Adventure, Fantasy            ",2,$0.24M,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan,Jaya Bhaduri,,,,,
,,,,,,,,,,,,,
Bhoothnath,"
Comedy, Drama, Family            ",6.3,NA,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,Rajpal Yadav,,,,,
,,,,,,,,,,,,,
Kidnap,"
Action, Crime, Drama            ",4.6,NA,Sanjay Gadhvi,Sanjay Dutt,Imran Khan,Minissha Lamba,Vidya Malvade,,,,,
,,,,,,,,,,,,,
Karzzzz,"
Action, Drama, Musical            ",2.1,NA,Satish Kaushik,Himesh Reshammiya,Urmila Matondkar,Shweta Kumar,Dino Morea,,,,,
,,,,,,,,,,,,,
Ek Vivaah... Aisa Bhi,"
Drama, Romance            ",5.3,$0.01M,Kaushik Ghatak,Isha Koppikar,Sonu Sood,Anand Abhyankar,Daman Baggan,,,,,
,,,,,,,,,,,,,
Rama Rama Kya Hai Dramaaa,"
Comedy, Drama, Romance            ",3.9,NA,Chandrakant Singh,Neha Dhupia,Amrita Arora,Anupam Kher,Rati Agnihotri,,,,,
,,,,,,,,,,,,,
Don Muthu Swami,"
Comedy, Drama            ",4.9,NA,Ashim S. Samanta,Mithun Chakraborty,Ali Asgar,Arun Bakshi,Rakesh Bedi,,,,,
,,,,,,,,,,,,,
Maharathi,"
Crime, Drama, Mystery            ",7.1,NA,Shivam Nair,Naseeruddin Shah,Om Puri,Boman Irani,Paresh Rawal,,,,,
,,,,,,,,,,,,,
Maan Gaye Mughall-E-Azam,"
Comedy, Crime, Drama            ",3.1,NA,Sanjay Chhel,Mallika Sherawat,Rahul Bose,Paresh Rawal,Kay Kay Menon,,,,,
,,,,,,,,,,,,,
Shaurya: It Takes Courage to Make Right... Right,"
Crime, Drama, Thriller            ",7.3,NA,Samar Khan,Rahul Bose,Javed Jaffrey,Minissha Lamba,Seema Biswas,,,,,
,,,,,,,,,,,,,
Heyy Babyy,"
Comedy, Drama            ",6,$1.21M,Sajid Khan,Juanna Sanghvi,Akshay Kumar,Fardeen Khan,Riteish Deshmukh,,,,,
,,,,,,,,,,,,,
Welcome,"
Comedy, Romance            ",6.8,$1.09M,Anees Bazmee,Akshay Kumar,Nana Patekar,Anil Kapoor,Mallika Sherawat,,,,,
,,,,,,,,,,,,,
Naqaab,"
Crime, Drama, Romance            ",5.3,NA,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Akshaye Khanna,Urvashi Sharma,,,,,
,,,,,,,,,,,,,
Salaam-E-Ishq,"
Comedy, Drama, Musical            ",5.1,$1.82M,Nikkhil Advani,Salman Khan,Priyanka Chopra,Anil Kapoor,Juhi Chawla,,,,,
,,,,,,,,,,,,,
Om Shanti Om,"
Action, Comedy, Drama            ",6.7,$3.60M,Farah Khan,Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Kiron Kher,,,,,
,,,,,,,,,,,,,
Bhool Bhulaiyaa,"
Comedy, Horror, Mystery            ",7.2,$1.07M,Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,Ameesha Patel,,,,,
,,,,,,,,,,,,,
Namastey London,"
Comedy, Drama, Romance            ",7.1,$1.21M,Vipul Amrutlal Shah,Akshay Kumar,Katrina Kaif,Rishi Kapoor,Clive Standen,,,,,
,,,,,,,,,,,,,
Raqeeb,"
Crime, Drama, Mystery            ",4.2,NA,Anurag Singh,Rahul Khanna,Sharman Joshi,Tanushree Dutta,Jimmy Sheirgill,,,,,
,,,,,,,,,,,,,
Strangers,"
Drama, Romance, Thriller            ",5,NA,Aanand L. Rai,Jimmy Sheirgill,Kay Kay Menon,Sonali Kulkarni,Nandana Sen,,,,,
,,,,,,,,,,,,,
Delhii Heights,"
Drama, Romance            ",4.4,NA,R. Anand Kumar,Jimmy Sheirgill,Neha Dhupia,Kamini Khanna,Madhavan,,,,,
,,,,,,,,,,,,,
Dus Kahaniyaan,"
Drama            ",5.7,$0.18M,Jasmeet Dhodhi,Meghna Gulzar,Sanjay Gupta,Apoorva Lakhia,Hansal Mehta,,,,,
,,,,,,,,,,,,,
Victoria No. 203: Diamonds Are Forever,"
Comedy, Crime, Mystery            ",3.5,NA,Ananth Narayan Mahadevan,Anupam Kher,Om Puri,Jimmy Sheirgill,Soniya Mehra,,,,,
,,,,,,,,,,,,,
Chhodon Naa Yaar,"
Thriller            ",4.7,NA,Dilip Sood,Jimmy Sheirgill,Kim Sharma,Farid Amiri,Kabir Sadanand,,,,,
,,,,,,,,,,,,,
Guru,"
Biography, Drama            ",7.7,$2.09M,Mani Ratnam,Mithun Chakraborty,Abhishek Bachchan,Aishwarya Rai Bachchan,Madhavan,,,,,
,,,,,,,,,,,,,
Chak De! India,"
Drama, Family, Sport            ",8.2,$1.11M,Shimit Amin,Shah Rukh Khan,Vidya Malvade,Sagarika Ghatge,Shilpa Shukla,,,,,
,,,,,,,,,,,,,
Jab We Met,"
Comedy, Drama, Romance            ",7.9,$0.41M,Imtiaz Ali,Shahid Kapoor,Kareena Kapoor,Tarun Arora,Dara Singh,,,,,
,,,,,,,,,,,,,
Bheja Fry,"
Comedy, Drama            ",7.6,NA,Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika,Milind Soman,,,,,
,,,,,,,,,,,,,
Darling,"
Drama, Horror, Romance            ",3.8,NA,Ram Gopal Varma,Fardeen Khan,Esha Deol,Isha Koppikar,Mukesh Bhatt,,,,,
,,,,,,,,,,,,,
Cheeni Kum,"
Comedy, Romance            ",6.8,$0.66M,R. Balki,Amitabh Bachchan,Tabu,Paresh Rawal,Zohra Sehgal,,,,,
,,,,,,,,,,,,,
Apne,"
Drama, Sport            ",6,NA,Anil Sharma,Dharmendra,Sunny Deol,Bobby Deol,Shilpa Shetty Kundra,,,,,
,,,,,,,,,,,,,
Partner,"
Comedy, Drama, Romance            ",5.7,$1.06M,David Dhawan,Salman Khan,Govinda,Lara Dutta,Katrina Kaif,,,,,
,,,,,,,,,,,,,
Dhamaal,"
Action, Adventure, Comedy            ",7.2,NA,Indra Kumar,Sanjay Dutt,Riteish Deshmukh,Arshad Warsi,Javed Jaffrey,,,,,
,,,,,,,,,,,,,
Jhoom Barabar Jhoom,"
Drama, Romance            ",3.7,$0.70M,Shaad Ali,Abhishek Bachchan,Preity Zinta,Bobby Deol,Lara Dutta,,,,,
,,,,,,,,,,,,,
Honeymoon Travels Pvt. Ltd.,"
Comedy, Drama, Romance            ",6.1,NA,Reema Kagti,Ranvir Shorey,Dia Mirza,Abhay Deol,Minissha Lamba,,,,,
,,,,,,,,,,,,,
Ta Ra Rum Pum,"
Family, Romance, Sport            ",5.6,$0.87M,Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey,Ali Haji,,,,,
,,,,,,,,,,,,,
No Smoking,"
Drama, Mystery, Thriller            ",7.2,NA,Anurag Kashyap,John Abraham,Ayesha Takia,Paresh Rawal,Ranvir Shorey,,,,,
,,,,,,,,,,,,,
Traffic Signal,"
Drama            ",6.5,NA,Madhur Bhandarkar,Kunal Khemu,Neetu Chandra,Upendra Limaye,Ranvir Shorey,,,,,
,,,,,,,,,,,,,
Ek Chalis Ki Last Local,"
Adventure, Comedy, Crime            ",7.3,NA,Sanjay M. Khanduri,Abhay Deol,Neha Dhupia,Amit Mistry,Nawazuddin Siddiqui,,,,,
,,,,,,,,,,,,,
Fool N Final,"
Action, Comedy, Crime            ",3.3,NA,Ahmed Khan,Shahid Kapoor,Ayesha Takia,Vivek Oberoi,Sunny Deol,,,,,
,,,,,,,,,,,,,
Dhol,"
Comedy, Crime, Mystery            ",6.1,NA,Priyadarshan,Sharman Joshi,Tusshar Kapoor,Kunal Khemu,Rajpal Yadav,,,,,
,,,,,,,,,,,,,
Shootout at Lokhandwala,"
Action, Crime            ",7.1,$0.29M,Apoorva Lakhia,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty,Arbaaz Khan,,,,,
,,,,,,,,,,,,,
Johnny Gaddaar,"
Crime, Drama, Mystery            ",7.8,NA,Sriram Raghavan,Dharmendra,Rimi Sen,Ashwini Kalsekar,Neil Nitin Mukesh,,,,,
,,,,,,,,,,,,,
Aaja Nachle,"
Drama, Family, Music            ",6.3,$0.47M,Anil Mehta,Madhuri Dixit,Darshan Jariwala,Raghuvir Yadav,Divya Dutta,,,,,
,,,,,,,,,,,,,
"Gandhi, My Father","
Biography, Drama, History            ",7.3,$0.24M,Feroz Abbas Khan,Akshaye Khanna,Darshan Jariwala,Shefali Shah,Bhoomika Chawla,,,,,
,,,,,,,,,,,,,
Saawariya,"
Drama, Musical, Romance            ",5.3,$0.89M,Sanjay Leela Bhansali,Ranbir Kapoor,Sonam Kapoor,Salman Khan,Rani Mukerji,,,,,
,,,,,,,,,,,,,
Life in a Metro,"
Comedy, Drama, Romance            ",7.4,$0.15M,Anurag Basu,Dharmendra,Irrfan Khan,Konkona Sen Sharma,Kay Kay Menon,,,,,
,,,,,,,,,,,,,
Manorama Six Feet Under,"
Crime, Drama, Mystery            ",7.7,NA,Navdeep Singh,Abhay Deol,Gul Panag,Raima Sen,Sarika,,,,,
,,,,,,,,,,,,,
Ram Gopal Varma Ki Aag,"
Action, Adventure, Comedy            ",1.7,NA,Ram Gopal Varma,Amitabh Bachchan,Mohanlal,Ajay Devgn,Vinod Jaywant,,,,,
,,,,,,,,,,,,,
Cash,"
Action, Crime, Thriller            ",3.4,NA,Anubhav Sinha,Ajay Devgn,Sunil Shetty,Zayed Khan,Riteish Deshmukh,,,,,
,,,,,,,,,,,,,
Dhan Dhana Dhan Goal,"
Drama, Sport            ",4.9,NA,Vivek Agnihotri,John Abraham,Arshad Warsi,Bipasha Basu,Boman Irani,,,,,
,,,,,,,,,,,,,
Dil Dosti Etc,"
Comedy, Crime, Drama            ",7,NA,Manish Tiwary,Imaaduddin Shah,Shreyas Talpade,Smriti Mishra,Nikita Anand,,,,,
,,,,,,,,,,,,,
Khoya Khoya Chand,"
Drama, Romance            ",6.3,NA,Sudhir Mishra,Shiney Ahuja,Soha Ali Khan,Rajat Kapoor,Vinay Pathak,,,,,
,,,,,,,,,,,,,
"Good Boy, Bad Boy","
Comedy, Musical, Romance            ",3.7,NA,Ashwini Chaudhary,Tusshar Kapoor,Emraan Hashmi,Isha Sharvani,Tanushree Dutta,,,,,
,,,,,,,,,,,,,
Taare Zameen Par,"
Drama, Family            ",8.4,$1.22M,Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan,Tisca Chopra,,,,,
,,,,,,,,,,,,,
Buddha Mar Gaya,"
Comedy            ",2.5,$0.01M,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal,Heenaa Biswas,,,,,
,,,,,,,,,,,,,
Go,"
Crime, Drama, Romance            ",2.8,NA,Manish Srivastav,Gautam Gupta,Priyanka Kothari,Kay Kay Menon,Rajpal Yadav,,,,,
,,,,,,,,,,,,,
Kaafila,"
Action            ",3.4,NA,Amitoj Mann,Sunny Deol,Sudesh Berry,Sana,Smeep Kang,,,,,
,,,,,,,,,,,,,
Life Mein Kabhie Kabhiee,"
Drama, Thriller            ",6,NA,Vikram Bhatt,Aftab Shivdasani,Dino Morea,Anuj Sawhney,Nauheed Cyrusi,,,,,
,,,,,,,,,,,,,
Laaga Chunari Mein Daag: Journey of a Woman,"
Drama, Family, Romance            ",5.3,$0.68M,Pradeep Sarkar,Rani Mukerji,Jaya Bhaduri,Konkona Sen Sharma,Kunal Kapoor,,,,,
,,,,,,,,,,,,,
Nishabd,"
Drama            ",5.4,NA,Ram Gopal Varma,Amitabh Bachchan,Jiah Khan,Revathy,Nassar,,,,,
,,,,,,,,,,,,,
Speed,"
Action, Crime, Thriller            ",2.9,NA,Vikram Bhatt,Urmila Matondkar,Sanjay Suri,Zayed Khan,Aftab Shivdasani,,,,,
,,,,,,,,,,,,,
Red: The Dark Side,"
Drama, Romance, Thriller            ",3.3,NA,Vikram Bhatt,Aftab Shivdasani,Celina Jaitly,Amrita Arora,Amin Hajee,,,,,
,,,,,,,,,,,,,
Risk,"
Action, Crime, Drama            ",6.6,NA,Vishram Sawant,Vinod Khanna,Randeep Hooda,Tanushree Dutta,Madhuri Bhagwat,,,,,
,,,,,,,,,,,,,
Mumbai Salsa,"
Comedy, Drama            ",5,NA,Manoj Tyagi,Linda Arsenio,Shaurya Chauhan,Alisha Chinai,Vir Das,,,,,
,,,,,,,,,,,,,
Hattrick,"
Comedy, Drama, Romance            ",4.2,NA,Milan Luthria,Nana Patekar,Danny Denzongpa,Paresh Rawal,Kunal Kapoor,,,,,
,,,,,,,,,,,,,
Fraud Saiyyan,"
Comedy, Drama            ",4.3,NA,Sourabh Shrivastava,Arshad Warsi,Saurabh Shukla,Flora Saini,Sara Loren,,,,,
,,,,,,,,,,,,,
Rangeela Raja,"
Comedy            ",2.5,NA,Sikander Bharti,Govinda,Mishika Chourasia,Karan Aanand,Anupama Agnihotri,,,,,
,,,,,,,,,,,,,
Bombairiya,"
Comedy, Crime, Drama            ",4.3,NA,Pia Sukanya,Radhika Apte,Akshay Oberoi,Siddhanth Kapoor,Ravi Kishan,,,,,
,,,,,,,,,,,,,
Manikarnika: The Queen of Jhansi,"
Action, Biography, Drama            ",6.5,NA,Radha Krishna Jagarlamudi,Kangana Ranaut,Kangana Ranaut,Anil George,Rimi Sen,,,,,
,,,,,,,,,,,,,
Total Dhamaal,"
Action, Adventure, Comedy            ",4.3,$2.17M,Indra Kumar,Ajay Devgn,Madhuri Dixit,Anil Kapoor,Riteish Deshmukh,,,,,
,,,,,,,,,,,,,
Thackeray,"
Biography, Drama            ",5.1,NA,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar,Sanjay Narvekar,,,,,
,,,,,,,,,,,,,
Gully Boy,"
Drama, Music            ",8.2,$5.57M,Zoya Akhtar,Ranveer Singh,Alia Bhatt,Siddhant Chaturvedi,Vijay Raaz,,,,,
,,,,,,,,,,,,,
Luka Chuppi,"
Comedy, Romance            ",6.3,$1.04M,Laxman Utekar,Kartik Aaryan,Kriti Sanon,Aparshakti Khurana,Pankaj Tripathi,,,,,
,,,,,,,,,,,,,
Bharat,"
Action, Drama            ",5.4,$2.97M,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover,Tabu,,,,,
,,,,,,,,,,,,,
Romeo Akbar Walter,"
Action, Drama, Thriller            ",6.5,$0.24M,Robbie Grewal,John Abraham,Mouni Roy,Jackie Shroff,Anil George,,,,,
,,,,,,,,,,,,,
Amavas,"
Horror, Thriller            ",2.8,NA,Bhushan Patel,Ali Asgar,Vivan Bhatena,Nargis Fakhri,Sachiin Joshi,,,,,
,,,,,,,,,,,,,
Uri: The Surgical Strike,"
Action, Drama, War            ",8.4,$4.19M,Aditya Dhar,Vicky Kaushal,Paresh Rawal,Mohit Raina,Yami Gautam,,,,,
,,,,,,,,,,,,,
Sonchiriya,"
Action, Crime, Drama            ",7.5,$0.09M,Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Manoj Bajpayee,Ranvir Shorey,,,,,
,,,,,,,,,,,,,
Kesari,"
Action, Drama, History            ",7.4,NA,Anurag Singh,Akshay Kumar,Parineeti Chopra,Suvinder Vicky,Vansh Bhardwaj,,,,,
,,,,,,,,,,,,,
The Accidental Prime Minister,"
Biography, Drama            ",6.1,NA,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Aahana Kumra,Arjun Mathur,,,,,
,,,,,,,,,,,,,
Why Cheat India,"
Crime, Drama            ",6,NA,Soumik Sen,Emraan Hashmi,Shreya Dhanwanthary,Snighdadeep Chatterji,Ashmita Kaur Bakshi,,,,,
,,,,,,,,,,,,,
Ek Ladki Ko Dekha Toh Aisa Laga,"
Comedy, Drama, Romance            ",5.5,$1.18M,Shelly Chopra Dhar,Sonam Kapoor,Anil Kapoor,Rajkummar Rao,Juhi Chawla,,,,,
,,,,,,,,,,,,,
Photograph,"
Drama, Romance            ",6.9,$0.34M,Ritesh Batra,Nawazuddin Siddiqui,Sanya Malhotra,Sachin Khedekar,Denzil Smith,,,,,
,,,,,,,,,,,,,
Notebook,"
Drama, Romance            ",6.8,NA,Nitin Kakkar,Zaheer Iqbal,Pranutan Bahl,Mir Mohammed Mehroos,Mir Mohammed Zayan,,,,,
,,,,,,,,,,,,,
Badla,"
Crime, Drama, Mystery            ",7.9,NA,Sujoy Ghosh,Amitabh Bachchan,Taapsee Pannu,Amrita Singh,Antonio Aakeel,,,,,
,,,,,,,,,,,,,
Junglee,"
Action, Adventure            ",5.3,$0.30M,Chuck Russell,Vidyut Jammwal,Lars Kjeldsen,Asha Bhat,Vishwanath Chatterjee,,,,,
,,,,,,,,,,,,,
Kalank,"
Drama, Romance            ",3.6,$2.73M,Abhishek Varman,Varun Dhawan,Alia Bhatt,Aditya Roy Kapoor,Madhuri Dixit,,,,,
,,,,,,,,,,,,,
Milan Talkies,"
Drama            ",5.2,NA,Tigmanshu Dhulia,Ali Fazal,Ashutosh Rana,Tigmanshu Dhulia,Sanjay Mishra,,,,,
,,,,,,,,,,,,,
PM Narendra Modi,"
Biography, Drama            ",3.3,NA,Omung Kumar,Vivek Oberoi,Boman Irani,Darshan Kumaar,Barkha Bisht,,,,,
,,,,,,,,,,,,,
Kabir Singh,"
Drama, Romance            ",7.3,NA,Sandeep Reddy Vanga,Shahid Kapoor,Kiara Advani,Soham Majumdar,Arjan Bajwa,,,,,
,,,,,,,,,,,,,
Blank,"
Action, Thriller            ",6,NA,Behzad Khambata,Sunny Deol,Karan Kapadia,Karanvir Sharma,Ishita Dutta,,,,,
,,,,,,,,,,,,,
Student of the Year 2,"
Drama, Romance, Sport            ",2.4,$0.78M,Punit Malhotra,Tiger Shroff,Tara Sutaria,Ananya Panday,Aditya Seal,,,,,
,,,,,,,,,,,,,
The Tashkent Files,"
Drama, Mystery, Thriller            ",8,NA,Vivek Agnihotri,Naseeruddin Shah,Mithun Chakraborty,Shweta Basu Prasad,Pankaj Tripathi,,,,,
,,,,,,,,,,,,,
India's Most Wanted,"
Action, Thriller            ",4.4,$0.18M,Raj Kumar Gupta,Arjun Kapoor,Sudev Nair,Rajesh Sharma,Prasanth,,,,,
,,,,,,,,,,,,,
De De Pyaar De,"
Comedy, Romance            ",6.6,$0.43M,Akiv Ali,Ajay Devgn,Tabu,Rakul Preet Singh,Jimmy Sheirgill,,,,,
,,,,,,,,,,,,,
Article 15,"
Crime, Drama            ",8.3,NA,Anubhav Sinha,Ayushmann Khurrana,Nassar,Manoj Pahwa,Kumud Mishra,,,,,
,,,,,,,,,,,,,
Game Over,"
Drama, Thriller            ",7.2,NA,Ashwin Saravanan,Taapsee Pannu,Vinodhini Vaidynathan,Parvathi T.,Ramya Subramanian,,,,,
,,,,,,,,,,,,,
Super 30,"
Biography, Drama            ",8.2,$2.27M,Vikas Bahl,Hrithik Roshan,Mrunal Thakur,Nandish Singh,Virendra Saxena,,,,,
,,,,,,,,,,,,,
Malaal,"
Action, Drama, Romance            ",5.8,NA,Mangesh Hadawale,Meezaan Jafri,Sharmin Segal,Badri Chavan,Komal Chhabria,,,,,
,,,,,,,,,,,,,
Jhootha Kahin Ka,"
Comedy            ",5.2,NA,Smeep Kang,Rishi Kapoor,Jimmy Sheirgill,Sunny Singh Nijjar,Omkar Kapoor,,,,,
,,,,,,,,,,,,,
Arjun Patiala,"
Action, Comedy            ",4.1,NA,Rohit Jugraj,Diljit Dosanjh,Kriti Sanon,Varun Sharma,Ronit Roy,,,,,
,,,,,,,,,,,,,
Mission Mangal,"
Drama, History            ",6.5,$3.60M,Jagan Shakti,Akshay Kumar,Vidya Balan,Sonakshi Sinha,Taapsee Pannu,,,,,
,,,,,,,,,,,,,
Batla House,"
Action, Drama, Thriller            ",7.4,$0.49M,Nikkhil Advani,Nora Fatehi,Mrunal Thakur,John Abraham,Anil George,,,,,
,,,,,,,,,,,,,
Saand Ki Aankh,"
Biography, Drama            ",0,NA,Tushar Hiranandani,Pawan Chopra,Raunakk Bhnder,Prakash Jha,Vicky Kadian,,,,,
,,,,,,,,,,,,,
Saaho,"
Action, Thriller            ",5.7,$2.63M,Sujeeth,Prabhas,Shraddha Kapoor,Jacqueline Fernandez,Jackie Shroff,,,,,
,,,,,,,,,,,,,
War,"
Action, Thriller            ",6.9,NA,Siddharth Anand,Hrithik Roshan,Tiger Shroff,Vaani Kapoor,Ashutosh Rana,,,,,
,,,,,,,,,,,,,
Khandaani Shafakhana,"
Comedy, Drama            ",4.7,NA,Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma,Priyansh Jora,,,,,
,,,,,,,,,,,,,
Judgementall Hai Kya,"
Comedy, Drama, Thriller            ",6.2,NA,Prakash Kovelamudi,Kangana Ranaut,Rajkummar Rao,Amyra Dastur,Amrita Puri,,,,,
,,,,,,,,,,,,,
Jabariya Jodi,"
Action, Comedy, Drama            ",4.3,NA,Prashant Singh,Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,Sanjay Mishra,,,,,
,,,,,,,,,,,,,
